genome,M305603,M305571,M305560,M305685,M305567,M305698,M305655,M305674,M305688,M305592,M305578,M305691,M305577,M305658,M305558,M305676,M305580,M305669,M305694,M305589,M305692,M305602,M305693,M305682,M305677,M305656,M305664,M305569,M305594,M305666,M305667,M305675,M305572,M305700,M305662,M305684,M305565,M305583,M305559,M305701,M305588,M305585,M305680,M305687,M305663,M305604,M305686,M305566,M305670,M305562,M305595,M305561,M305659,M305600,M305599,M305573,M305593,M305579,M305596,M305654,M305689,M305598,M305697,M305590,M305587,M305582,M305665,M305696,M305568,M305681,M305678,M305673,M305575,M305574,M305586,M305564,M305660,M305683,M305699,M305671,M305576,M305605,M305657,M305597
D300633:bin_000006,16.794,2.076,0,2.54,1.316,5.546,18.526,0,0,3.715,3.013,0,0,9.229,2.103,6.513,0,0,3.253,1.739,6.53,2.142,3.491,6.314,0,10.841,6.133,0,8.497,0,4.728,23.474,9.168,5.581,2.526,0,7.294,5.176,2.627,12.499,3.682,5.611,0,6.139,0,8.213,2.325,2.662,4.37,0,7.156,1.862,7.474,5.343,2.065,7.485,4.28,1.89,3.934,35.975,0,0.961,21.535,1.973,5.219,9.729,0,34.438,2.736,0,6.402,0,1.124,8.128,0,5.339,5.764,1.827,5.316,4.487,1.977,13.284,3.556,5.794
D300634:bin_000017,6.517,1.773,0,0,0,2.117,7.256,0,0,1.36,2.539,0,0,5.47,0,1.71,0,0,7.046,1.024,3.742,1.006,0,0,0,4.091,0,0,4.016,0,0,9.969,3.106,0,6.198,2.366,3.391,3.008,0,11.885,1.638,1.983,0,8.517,0,4.677,0,0,1.764,0,2.944,1.724,3.304,2.437,0,4.426,1.46,0,1.374,19.992,0,0.898,7.403,1.281,2.072,4.67,0,12.971,1.068,0,5.166,0,0,2.999,0,1.203,0,3.502,5.256,0,0,9.456,2.307,4.974
D300634:bin_000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125,0,0,0,0,0,0,0,0,0,0,0,2.392,0,0,0,0,0,0,0,0,0,0,0,0,0,3.012,0,0,0,0,0,0,0
D300634:bin_000035,10.934,1.601,0,2.649,2.483,5.783,22.455,0,0,2.425,2.654,0,0,9.183,1.294,5.113,0,0,5.542,1.271,9.61,1.147,5.914,3.218,0,10.728,4.576,0,5.73,0,7.341,24.533,5.79,6.383,3.431,2.252,5.426,3.958,1.574,14.801,4.518,4.775,0,5.33,2.795,5.083,0,1.198,2.994,0,6.994,0,7.297,5.034,1.429,16.464,2.58,1.925,4.555,24.209,0,0,16.993,1.442,4.793,9.861,1.882,28.024,2.458,0,4.919,0,0,4.679,0,2.101,10.397,3.633,11.793,5.953,1.215,10.773,1.938,5.077
D300637:bin_000029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300637:bin_000032,13.038,1.556,0,2.912,2.77,6.236,20.886,0,0,2.956,2.717,0,0,9.654,0,2.515,0,2.595,10.101,1.839,6.209,1.609,3.712,2.866,0,10.965,3.997,0,6.643,0,3.431,17.096,4.37,6.858,9.906,2.848,5.175,5.809,0.929,15.033,4.598,6.33,0,12.474,2.644,6.972,0,2.017,2.276,0,6.219,0,5.088,5.493,2.364,11.552,3.194,1.448,3.506,30.794,0,0,20.151,2.138,3.944,9.832,3.597,30.464,1.524,0,6.281,0,0.874,5.314,0,1.736,9.285,3.307,12.863,3.629,0,11.098,2.79,6.412
D300638:bin_000035,29.036,2.239,1.716,4.175,4.601,16.239,49.545,0,0,5.625,4.841,0,0,22.81,4.242,8.886,0,6.309,24.506,2.988,14.593,3.359,7.492,6.519,0,20.074,10.333,0,12.42,0,7.687,34.466,9.266,15.036,9.164,5.786,9.156,10.36,2.055,33.645,7.921,11.318,2.537,12.402,7.319,11.302,2.076,2.94,7.061,0,12.663,1.581,15.949,8.974,3.099,16.161,4.804,3.129,7.05,67.276,0,1.057,39.939,3.873,8.967,22.748,7.858,63.596,3.477,0,10.254,0,1.786,10.095,1.441,3.428,19.642,6.707,25.112,9.177,1.769,26.961,4.329,12.464
D300639:bin_000025,4.181,0,0,0,1.11,2.693,8.58,0,0,0,0,0,0,3.736,0,0,0,0,3.71,0,0,0,0,0,0,4.182,0,0,1.816,0,0,4.027,0,2.947,0,0,1.644,1.915,0,4.314,0,1.779,0,0,0,2.396,0,0,0,0,3.715,0,0,1.419,0,3.232,0,0,1.65,8.591,0,0,7.984,0,0,4.856,0,10.868,0,0,0,0,0,1.443,0,0,3.695,0,5.156,0,0,4.209,0,2.09
D300642:bin_000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300642:bin_000012,5.135,0,0,0,0,1.984,6.948,0,0,1.496,1.75,0,0,2.884,0,0,0,0,2.153,0,3.018,0,0,0,0,4.367,0,0,2.883,0,0,7.753,2.723,2.066,2.51,0,2.127,1.299,0,7.212,0,2.256,0,2.232,0,4.423,0,1.136,2.256,0,2.351,0,3.367,1.949,0,4.031,1.843,0,1.5,17.299,0,0,3.724,0,1.797,3.417,0,15.906,1.127,0,0,0,0,3.302,0,1.376,4.419,0,2.48,0,0,6.203,0,1.777
D300642:bin_000016,6.66,0,0,0,7.53,0,3.074,0,0,2.331,0,0,0,2.56,9.5,0,0,2.77,0,7.62,0,1.34,0,3.012,0,0,7.993,0,4,0,0,8.162,1.991,0,0,0,8.609,1.227,3.89,4.246,0,4.675,0,0,10.204,6.681,0,2.559,89.356,0,1.928,0,5.931,0,0,1.395,18.068,4.429,4.721,8.217,0,0,0,0,1.068,27.354,1.854,9.248,0,0,4.839,0,0,2.345,0,7.43,2.116,0,0,0,0,11.313,3.042,14.56
D300645:bin_000002,13.038,1.848,0,0,2.956,9.218,28.391,0,0,3.19,3.246,0,0,10.435,1.842,3.107,0,4.466,13.085,2.172,6.426,1.433,5.098,3.121,0,16.14,5.445,0,8.924,0,5.509,30.929,5.166,6.895,6.225,0,5.899,6.109,1.162,15.842,5.255,6.929,0,7.736,5.21,6.241,0,1.939,2.524,0,7.645,1.072,7.695,6.295,2.594,11.216,2.985,2.444,4.862,35.948,0,0,18.182,1.749,4.318,13.777,3.741,37.796,2.101,0,3.322,0,0,6.097,1.116,1.681,14.073,3.038,17.471,6.627,0,13.812,3.388,8.047
D300645:bin_000005,5.618,0,0,0,1.571,2.715,10.495,0,0,1.622,1.081,0,0,4.538,0,3.085,0,0,2.388,0,7.146,0,3.088,0,0,6.271,2.545,0,2.262,0,4.109,11.864,3.992,4.503,1.883,0,2.634,2.407,1.01,8.751,2.832,2.328,0,1.995,3.401,3.648,0,0.985,2.004,0,7.342,0,3.269,2.992,0,12.172,1.165,1.888,2.781,14.886,0,0,7.76,0,2.183,7.051,0,12.665,1.576,0,4.556,0,0,1.649,0,1.163,12.131,1.997,5.952,3.978,0,4.633,0,3.065
D300645:bin_000026,22.828,2.438,0,2.91,7.577,14.368,45.481,0,0,4.487,4.187,0,0,14.961,2.569,6.22,0,4.321,11.553,2.648,9.503,2.806,5.609,3.981,0,23.963,6.077,0,10.201,0,5.651,29.883,11.717,14.347,5.303,2.312,10.299,8.769,1.79,20.775,8.958,10.622,0,8.17,5.464,13.356,0,2.561,6.207,0,21.82,1.458,12.164,8.758,3.13,28.654,4.199,3.984,8.07,48.919,0,0,34.732,2.305,10.184,19.316,7.251,53.898,4.391,0,6.392,0,1.437,11.787,0.984,4.388,13.656,4.318,23.733,5.978,1.966,18.229,4.044,10.596
D300645:bin_000028,39.766,3.942,1.473,4.887,7.911,22.301,65.41,0,0,8.368,7.181,0,1.608,26.507,5.991,8.537,0,9.618,25.065,4.113,17.098,4.239,9.985,9.024,0,29.449,12.609,0,18.909,0,7.25,45.82,13.519,20.051,14.745,5.944,14.767,12.653,2.686,40.004,12.725,15.517,3.561,16.927,11.228,17.241,2.433,4.525,11.444,0,17.157,1.606,20.187,14.61,4.039,26.099,7.545,4.334,9.156,84.671,0,1.25,52.795,4.641,11.822,31.353,10.967,87.939,4.681,0,11.086,0,2.419,15.776,1.895,5.144,30.374,7.644,34.129,11.852,2.481,35.522,5.688,16.405
D300646:bin_000002,18.561,2.335,1.358,0,2.412,6.785,16.677,0,0,3.042,2.802,0,0,8.377,0,3.931,0,0,10.066,1.75,10.206,1.477,4.998,5.636,0,18.637,2.96,0,6.634,0,5.491,25.724,6.014,4.634,4.678,3.9,6.085,5.608,1.037,20.854,4.013,4.769,0,7.888,4.997,11.228,0,1.616,4.849,0,5.713,0,6.354,6.714,2.175,7.314,3.058,2.019,2.999,39.027,0,0,19.255,1.63,3.568,10.993,3.875,33.505,3.724,0,6.963,0,0,7.622,0.964,2.106,3.492,2.5,9.232,12.271,0,15.745,3.473,6.263
D300646:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300647:bin_000001,16.395,2.169,1.346,3.936,2.251,11.047,37.803,0,0,3.725,1.714,0,0,12.139,2.719,7.914,0,2.907,8.683,2.413,14.969,1.462,7.602,6.275,0,17.275,7.976,0,6.351,0,12.674,35.224,6.449,6.908,5.323,0,6.524,7.909,2.435,23.431,6.51,8.094,0,9.319,5.188,7.183,2.18,2.459,6.961,0,7.409,1.661,9.722,7.267,2.145,12.509,3.932,2.847,5.222,44.098,0,1.015,20.926,2.048,6.177,13.305,3.198,34.881,3.604,0,6.893,0,1.452,7.117,0,2.56,17.379,6.074,13.728,10.374,1.67,13.606,2.74,8.463
D300647:bin_000007,27.281,2.728,1.207,3.746,3.667,8.897,31.773,0,0,4.164,3.967,0,0.945,17.138,2.249,6.456,0,2.758,10.997,2.488,12.761,2.124,10.484,7.453,0,20.069,7.942,0,10.05,0,8.084,35.743,12.297,8.929,8.305,3.825,9.309,7.484,2.117,29.698,7.384,8.237,0,11.855,3.108,15.992,0,2.714,6.831,0.811,10.608,2.017,11.505,13.689,3.333,12.921,6.401,2.739,5.816,66.966,0,0,26.289,2.065,7.2,19.302,3.453,51.014,4.701,0,9.224,0,1.85,12.377,0,3.607,12.653,5.39,16.915,11.755,1.555,26.75,3.704,9.79
D300647:bin_000020,1.417,0,0,0,0,0,2.201,0,0,0,0,0,0,1.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300648:bin_000006,30.808,3.846,1.184,6.492,4.196,15.667,52.747,0,0,6.184,5.717,0,0,20.307,3.629,9.107,0,7.158,21.646,3.728,19.255,3.661,9.405,8.476,0,25.979,10.065,0,15.879,0,9.433,37.995,12.333,14.527,14.574,6.662,11.29,11.278,2.522,33.169,10.375,14.192,0,15.196,7.577,16.259,2.581,3.237,8.444,1.237,18.629,2.261,19.416,10.487,3.834,23.406,6.833,4.418,9.008,79.233,0,0.97,42.739,3.806,12.191,26.141,6.602,72.023,4.698,0,11.87,0,1.991,12.028,1.516,4.081,26.215,5.414,24.97,9.842,3.286,32.298,5.613,14.684
D300648:bin_000013,14.264,2.085,1.221,3.303,3.642,8.027,34.245,0,0,3.023,3.777,0,0,11.112,2,7.982,0,1.897,6.675,2.126,11.953,1.519,9.479,4.796,0,16.414,6.71,0,7.331,0,9.998,35.818,7.472,8.629,5.512,2.49,8.437,5.71,2.07,19.746,6.836,6.787,0,6.735,4.331,6.995,0,1.809,4.89,0,10.544,1.364,8.502,6.505,2.093,23.467,4.213,2.547,6.049,32.024,0,0,22.535,2.344,7.314,13.721,2.123,38.517,3.681,0,7.338,0,1.134,6.907,0,3.392,13.752,6.258,17.005,9.037,1.743,14.465,2.745,7.856
D300648:bin_000014,9.6,0,0,2.006,1.843,6.375,20.977,0,0,1.787,1.449,0,0,8.001,1.18,3.683,0,0,5.365,1.41,8.514,1.07,5.089,2.676,0,8.828,4.215,0,3.939,0,6.608,21.141,5.537,5.37,3.157,0,5.074,4.393,1.449,12.859,4.151,4.767,0,5.793,2.607,4.598,0,1.338,3.328,0,5.894,1.074,5.984,4.374,1.265,9.887,2.069,1.877,4.223,24.957,0,0,13.974,1.401,3.888,7.637,0,20.571,1.917,0,5.869,0,0,5.205,0,1.774,11.556,4.141,10.05,5.337,1.048,8.66,0,4.883
D300649:bin_000001,18.042,1.497,0,2.118,0,7.438,15.976,0,0,2.721,2.034,0,0,4.763,0,4.847,0,2.647,5.669,0,8.395,1.417,5.209,4.092,0,11.22,2.25,0,8.007,0,0,12.864,5.919,8.617,4.293,4.279,3.531,4.541,0.977,11.319,2.301,4.442,1.97,5.539,2.722,9.056,0,1.913,2.358,0,6.734,0,4.357,4.008,1.915,7.31,2.724,2.047,3.766,65.775,0,0,16.866,1.232,4.049,11.007,1.854,20.932,1.092,0,4.127,0,0,5.644,0,2.014,9.401,0,13.76,4.519,0.984,11.798,0,6.793
D300649:bin_000007,2.372,0,0,0,0,0,4.301,0,0,0,0,0,0,0,0,0,0,0,3.893,1.864,0,0,0,0,0,0,2.606,0,0,0,0,3.097,0,0,0,0,1.226,0,0,0,0,0,0,3.968,0,0,0,0,3.261,0,0,0,2.01,0,0,1.234,3.113,1.055,0,8.077,0,0,3.805,0,0,3.724,0,9.442,0,0,0,0,0,1.102,0,0,2.105,0,0,0,0,4.911,0,1.075
D300650:bin_000002,20.235,2.42,0,2.435,3.13,5.676,20.32,0,0,4.238,2.664,0,1.134,13.807,3.368,6.422,0,0,8.48,1.923,8.955,1.841,8.629,4.774,0,13.519,4.778,0,7.981,0,1.94,22.364,11.714,6.1,3.63,5.048,6.518,5.951,1.702,18.779,7.498,6.568,0,8.252,2.604,11.266,0,2.617,5.703,0,8.456,1.574,8.285,6.096,1.953,10.186,4.677,2.669,5.746,39.256,0,0,22.849,2.05,5.436,11.316,7.734,40.284,2.263,0,6.131,0,0.875,9.087,0,3.359,7.988,3.322,11.063,7.816,1.147,15.754,3.161,5.734
D300650:bin_000005,9.291,0,0,0,0,2.036,6.41,0,0,1.433,1.951,0,0,0,0,0,0,0,1.889,0,0,0.934,0,0,0,2.929,3.286,0,3.709,0,0,6.956,3.946,2.489,0,0,3.343,1.671,0,3.223,2.491,1.982,0,2.054,0,3.235,0,1.041,0,0,1.706,0,2.758,2.643,1.325,3.011,1.233,0,0,14.747,0,0,8.649,0,2.114,3.344,3.059,20.56,0,0,0,0,0,3.269,0,0,3.665,0,5.678,0,0.928,8.562,0,2.581
D300650:bin_000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300650:bin_000025,5.262,2.165,0,0,0,1.651,5.673,0,0,2.161,1.221,0,0,3.067,0,0,0,0,5.035,0,0,0.795,0,0,0,3.437,0,0,2.304,0,0,3.221,2.551,2.092,4.207,0,2.109,3.237,0,4.438,1.798,2.185,0,3.853,0,3.529,0,0,0,0,2.935,0,3.941,1.83,0,4.258,1.085,0,1.135,17.755,0,0,6.558,0,1.467,2.713,0,8.922,0,0,4.367,0,0,2.181,0,0,0,0,4.608,0,0,6.562,0,2.579
D300650:bin_000036,4.988,0,0,0,0,2.552,8.181,0,0,1.291,0,0,0,2.88,0,2.358,0,0,2.394,0,5.299,0,2.632,1.934,0,5.728,0,0,2.15,0,2.572,8.95,2.356,4.027,0,0,1.635,0,0,6.227,1.856,1.911,0,2.383,0,2.294,0,0,0,0,2.208,0,2.805,2.017,0,6.446,0,0,1.637,11.242,0,0,7.159,0,1.333,3.945,0,10.632,0,0,2.754,0,0,1.841,0,0,5.542,0,4.065,5.023,0,4.035,0,2.47
D300651:bin_000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D300651:bin_000029,1.813,0,0,0,0,0,2.597,0,0,0,0,0,0,0,0,0,0,0,1.616,0,2.054,0,0,0,0,0,0,0,0,0,0,2.624,1.192,0,0,0,0,0,0,0,0,1.012,0,0,0,0,0,0,0,0,0,0,0,0,2.719,1.221,0,0,0,4.36,0,0,2.091,0,0,1.418,1.932,3.877,0,0,0,0,0,0,0,0,2.235,0,0,0,0,1.666,0,0
D300651:bin_000031,19.927,1.543,1.057,6.782,2.517,8.835,29.384,0,0,4.409,4.788,0,0,27.244,3.211,9.961,0,10.141,24.888,1.976,9.675,1.892,10.223,7.128,0,5.705,13.924,0,16.129,0,11.599,58.563,6.18,14.432,9.823,2.493,7.971,7.109,2.029,32.47,9.516,5.926,2.893,10.641,6.114,4.648,2.67,2.463,11.938,0.826,4.764,1.409,11.445,5.693,3.48,14.03,3.439,3.314,3.705,56.063,0,1.111,30.443,3.635,6.301,11.672,32.089,73.439,3.055,0,15.187,0,0.774,5.716,1.848,1.398,19.79,5.96,22.216,12.045,1.768,16.034,3.429,11.003
D300651:bin_000040,15.937,0,0,0,4.856,12.021,32.791,0,0,2.733,2.724,0,0,9.526,1.435,3.161,0,3.908,10.947,1.555,6.748,1.87,4.028,2.968,0,15.636,4.5,0,7.45,0,3.767,16.678,5.779,13.328,6.484,2.087,5.712,6.571,0,20.736,4.956,7.573,1.905,6.487,7.699,7.281,0,1.519,0,0,13.134,0,9.797,6.152,1.982,17.963,3.642,2.011,4.937,39.424,0,0,35.241,1.776,6.629,13.985,5.85,40.176,1.917,0,5.134,0,0.794,5.782,0,2.501,14.491,0,19.121,4.891,1.088,11.245,2.303,7.451
D300652:bin_000001,64.401,7.62,2.242,11.251,8.369,33.545,97.834,0,0,14.74,10.633,0,1.856,32.959,7.299,15.886,0,10.695,39.946,8.256,30.554,8.857,22.063,20.34,0,56.113,17.87,0,30.836,0,17.498,70.747,29.941,26.832,29.414,14.257,23.442,21.625,4.356,75.71,23.97,27.205,3.854,57.37,22.095,37.005,9.689,8.405,18.041,2.599,32.208,5.972,40.846,21.768,11.159,52.292,14.616,6.953,24.475,153.385,0,1.85,70.598,8.17,27.98,58.693,13.668,115.498,13.055,0,36.611,0,4.267,24.105,2.837,8.473,39.505,16.731,52.642,14.775,6.017,65.822,13.858,32.541
D300653:bin_000003,61.812,7.407,2.419,9.155,6.289,26.23,80.425,0,0,11.578,11.973,0,2.765,46.661,12.369,20.705,0,7.123,27.062,7.009,21.321,10.086,13.109,16.792,0,33.301,17.301,0,23.206,0,15.798,78.89,34.571,20.204,14.598,6.946,23.768,22.835,8.881,54.965,13.139,21.027,3.638,29.913,15.112,25.331,7.094,9.179,10.19,3.356,17.91,5.931,32.784,22.909,6.253,48.3,13.483,10.253,17.4,120.658,0,1.892,64.086,4.97,23.977,47.662,7.498,109.431,13.963,0,23.56,0,4.501,25.797,1.228,12.686,31.598,13.238,28.196,27.44,11.73,57.513,9.449,20.388
D300654:bin_000002,7.037,0,0,0,1.639,2.138,7.462,0,0,1.183,1.979,0,0,1.825,0,0,0,0,1.855,0,0,0,0,0,0,2.768,0,0,3.404,0,0,4.077,2.978,3.075,2.994,0,2.406,1.104,0,3.682,2.142,1.732,0,2.121,0,1.558,0,0,0,0,2.707,0,3.032,2.141,0.975,6.113,1.463,0.871,1.296,13.595,0,0,8.615,0,2.017,4.304,0,16.774,1.127,0,2.236,0,0,2.465,0,1.218,5.471,0,4.599,0,0,3.919,0,1.738
D300654:bin_000014,18.924,0.995,0,3.143,1.288,5.015,20.223,0,0,3.623,3.381,0,0,7.763,1.076,2.275,0,0,5.124,1.221,4.576,1.724,2.834,1.782,0,7.117,5.456,0,6.714,0,0,18.011,6.432,6.174,4.283,0,6.143,3.327,0,6.658,5.287,4.918,0,8.758,1.648,5.198,0,2.179,3.487,0,4.978,0.948,8.463,6.067,3.109,5.735,3.589,1.503,2.385,39.922,0,0,17.022,1.718,3.231,11.094,5.112,35.842,2.156,0,4.127,0,0,5.949,0,1.682,10.873,0,13.603,2.478,1.199,21.183,2.293,5.166
D300654:bin_000018,1.494,0,0,0,0,0,2.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.356,0,0,2.143,0,0,1.752,0,2.895,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714,0,0
